"","X","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"2354",2386,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"2355",2387,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"2356",2388,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2357",2389,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2358",2390,"Rural","No","River.stream","Less than 15 minutes","Own flush toilet","Earth sand","7+"
"2359",2391,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2360",2393,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2361",2394,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"2362",2395,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2363",2396,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2364",2397,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"2365",2398,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2366",2399,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2367",2400,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"2368",2401,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2369",2402,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","7+"
"2370",2403,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2371",2404,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2372",2405,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"2373",2406,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"2374",2407,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2375",2408,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"2376",2409,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"2377",2410,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"2378",2411,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"2379",2412,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","3-4"
"2380",2413,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"2381",2414,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2382",2415,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2383",2416,"Rural","Yes","Pond.lake","More than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"2384",2417,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"2385",2418,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2386",2420,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2387",2421,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2388",2422,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"2389",2423,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2390",2424,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"2391",2425,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"2392",2426,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"2393",2427,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2394",2428,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2395",2429,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2396",2430,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2397",2431,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"2398",2432,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2399",2433,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2400",2434,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2401",2435,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2402",2436,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","5-6"
"2403",2437,"Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"2404",2438,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2405",2439,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"2406",2440,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2407",2441,"Rural","No","Piped into residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2408",2442,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2409",2443,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"2410",2444,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2411",2445,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2412",2446,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"2413",2447,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2414",2448,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2415",2449,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2416",2450,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2417",2451,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2418",2452,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2419",2453,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2420",2454,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2421",2455,"Rural","No","Rain water","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"2422",2456,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2423",2457,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2424",2458,"Rural","No","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"2425",2459,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"2426",2460,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"2427",2461,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","3-4"
"2428",2462,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2429",2463,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2430",2464,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"2431",2465,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2432",2466,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2433",2467,"Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2434",2468,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"2435",2469,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2436",2470,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2437",2471,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"2438",2472,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2439",2473,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2440",2474,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2441",2475,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2442",2476,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"2443",2477,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"2444",2478,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2445",2479,"Rural","Yes","Public well","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2446",2480,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2447",2481,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"2448",2482,"Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"2449",2483,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2450",2484,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","7+"
"2451",2485,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2452",2486,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2453",2487,"Rural","Yes","Dam","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"2454",2488,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"2455",2489,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2456",2490,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2457",2491,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2458",2492,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","3-4"
"2459",2493,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2460",2494,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"2461",2495,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2462",2496,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2463",2497,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","5-6"
"2464",2498,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2465",2499,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2466",2500,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"2467",2501,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2468",2502,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"2469",2503,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2470",2504,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2471",2505,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"2472",2506,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"2473",2507,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2474",2508,"Rural","No","River.stream","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"2475",2509,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2476",2510,"Rural","Yes","Spring","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2477",2511,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2478",2512,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2479",2513,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"2480",2514,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2481",2515,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2482",2516,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"2483",2517,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"2484",2518,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"2485",2519,"Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","7+"
"2486",2520,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2487",2521,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"2488",2522,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"2489",2523,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"2490",2524,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"2491",2525,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"2492",2526,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
