"","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"1285","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"1286","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1287","Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1288","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1289","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"1290","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1291","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1292","Urban","No","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1293","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1294","Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"1295","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","3-4"
"1296","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1297","Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1298","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1299","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","7+"
"1300","Urban","No","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1301","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1302","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1303","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1304","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1305","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1306","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"1307","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1308","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1309","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1310","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"1311","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1312","Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1313","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1314","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1315","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1316","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1317","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1318","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1319","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1320","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","3-4"
"1321","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1322","Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"1323","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1324","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1325","Urban","Yes","Public tap","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"1326","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1327","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1328","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1329","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1330","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1331","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1332","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1333","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"1334","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","Dont know/missing"
"1335","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"1336","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1337","Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1338","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","7+"
"1339","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1340","Rural","Yes","Public well","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1341","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1342","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1343","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1344","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1345","Rural","No","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"1346","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"1347","Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1348","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1349","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"1350","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"1351","Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1352","Rural","Yes","Well in residence","More than 15 minutes","Vent. imp. pit toilet","Earth sand","7+"
"1353","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"1354","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"1355","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"1356","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"1357","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"1358","Rural","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1359","Rural","No","River.stream","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1360","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1361","Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1362","Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1363","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"1364","Rural","Yes","Public well","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1365","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"1366","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"1367","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","5-6"
"1368","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Finished floor","1-2"
"1369","Rural","Yes","Piped into residence","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1370","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"1371","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1372","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1373","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1374","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1375","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Finished floor","3-4"
"1376","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","7+"
"1377","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","7+"
"1378","Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1379","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1380","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"1381","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","Dont know/missing"
"1382","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"1383","Rural","No","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1384","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"1385","Rural","No","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"1386","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"1387","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1388","Rural","No","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1389","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"1390","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1391","Rural","No","Rain water","More than 15 minutes","No facility bush","Finished floor","3-4"
"1392","Rural","No","Public well","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1393","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"1394","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"1395","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1396","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1397","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1398","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"1399","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1400","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"1401","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"1402","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1403","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"1404","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"1405","Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","5-6"
"1406","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"1407","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1408","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"1409","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"1410","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"1411","Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"1412","Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"1413","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
